SMOG,ARI,LFP,MDD,SRP,SPD,SCC,SVL,EPD,ECC,EVL,story_id,prompt_id,model,label
-0.848458449917307,-1.1288165493531948,-0.0314267347914948,0.1075344326586687,-1.3245689710183577,-0.764437887997048,0.2640648098912948,0.0252567459630802,-0.5251260723384987,-0.376415710074416,-0.0256749532126762,0,0,Human,1
-0.3126007239355632,-0.6897597466162438,-0.4224420087835315,0.3938331720684531,-1.429479454792845,-0.2985768027494354,0.3562506877741002,0.0200368973230828,1.3157118827339669,-0.0281236760268308,-0.0659404399444647,1,1,Human,1
0.3732830695703827,-0.1422087951752023,-0.2169100413337274,0.4486152947499153,-0.4883828737423172,0.8705525757225981,0.6310467895103445,0.7118581049273875,0.8954001019797202,-1.2220972288268162,-0.6038949759487868,4,4,Human,1
-0.3920723115430775,-0.4419121149191028,-0.8806686091538769,0.5567859892696156,-0.7504278622035122,-0.2038961085999562,-0.3117117328249735,-1.089127087954459,0.5143729307622708,0.8210849074022137,1.4364138501525046,5,5,Human,1
-0.6209211797078169,-0.7659478366280094,-0.1721477366691409,-0.0568468544170212,-0.3694038293066622,1.4384184846788526,3.637129762899504,0.9772856754935336,-1.006027439154596,-0.1824619834921844,-0.8649845340698391,6,6,Human,1
-0.9155326983343186,-1.0460358885759211,-0.1446153667365581,0.4278227654937129,-0.8209015608952694,-0.6821760260004486,-0.8081110572841371,0.900849385243624,1.3714611353228312,-1.3456504216154366,-0.8040774194636977,9,9,Human,1
-0.5327417576818785,0.0990885524205989,0.7173595996143085,0.6737000500188312,0.4872523151777134,0.8258919033715499,-0.3124251574268989,1.1860624267980555,1.3589651276793848,-1.5125529478331792,-0.921120856409181,10,10,Human,1
-0.3920723115430775,-0.3755377179778149,-0.1585701295791001,0.2806506749039453,-0.3690837459705542,-0.163241898715487,-0.7328905707794627,0.296977096517058,-0.3116038504917014,-0.8685844640078244,-0.4665915745102945,13,13,Human,1
-0.8398201738744385,-1.7000825670157578,-0.2169100413337274,-0.3873758660639172,-0.7792108286630004,-1.2003574826076655,0.4088813535447614,-0.6351328493080732,-1.0818714979877218,0.1401289133358344,-0.4907317833803004,14,14,Human,1
-0.8398201738744385,-0.903828113800413,0.4140253006052058,-1.8429537877963664,1.947799741092316,0.9264835714126894,-1.0313250097533957,1.9630443710262595,0.6130613698141023,-0.4497784935495916,-0.6495991658647269,17,17,Human,1
0.470129297389279,0.0942676820594456,-1.0259605570503654,0.2703725839951988,-0.5489718220365742,-0.3832029942557769,0.1003465104347149,-0.4945940142349668,-0.1477292033733161,-0.1718421636176781,-0.3935666475464819,18,18,Human,1
-0.2845336287645675,-1.5081533983368345,-0.2229767273139094,-1.3823283706196765,-0.8858826877180878,-1.4489463051113811,2.274616687274529,-1.7851215145299746,-0.0048393869058769,2.899005568166778,1.3241094001920424,19,19,Human,1
-1.184776798134387,-1.1762584839687564,-0.0127839012946608,-1.869008351215909,-0.8434651927647212,-0.2055254688937538,-0.0030508884667171,0.494628642545952,0.0031899120920985,0.8253448101143082,-0.0906531438864866,22,22,Human,1
-0.7101457824573196,-1.4370680701527707,7.526998971871736,-2.414920040406497,1.3088591464543513,0.9809595210523948,0.6580214565903998,-0.1598460359615193,-0.9392078733526896,2.640035810405412,1.0093325264286055,23,23,Human,1
-1.3995859430912696,-2.23264466110253,-0.816522352112572,-2.334353113663337,-1.5761389121139364,-1.352295804833858,1.8202680808191836,-0.352004190436289,-1.613361211153035,-0.6956060400208645,-1.3509374343660454,26,26,Human,1
0.0634890880610352,-0.1244125312515588,-1.1633130542421275,0.8196093633187372,-0.886462120558631,-0.7221588132435391,-0.3420878662317779,0.0996827633151326,0.9581258593450328,-0.5191504080656215,-0.089221906206447,27,27,Human,1
-0.4227012282063784,-0.905945806621689,-0.7214682741192299,-0.2113935961884112,-0.4070222244601074,-0.2229475157174599,-0.4919658504972031,-0.1019754654295025,-0.6065403562000614,0.0562546069367307,-0.0051287411836594,30,30,Human,1
-0.7971078615966881,-1.196308621750688,-0.8020015591662604,-1.1001737390000836,0.1741103833314279,-0.0121499921901746,0.712421703521769,-0.4874298636198586,-0.5350952738196505,0.967532683058028,0.698308675915051,32,32,Human,1
-0.0791037168631702,0.3090890697154312,0.7693940208672533,1.1690808765263685,-0.4583995049056977,0.6810950954403115,0.5007237876995954,-1.236881040855973,2.3103738161937626,2.786995379061931,2.4148715387913224,34,34,Human,1
-0.4345741415473406,-0.8726066351560727,-0.9861482390237676,-0.6876447927751916,-0.5619462498196428,-2.537225446718778,-0.5905457373737352,-0.4688926655611679,0.625426888700283,-0.0117179476013208,0.7427088492780652,35,35,Human,1
0.8794345372048402,1.0025206404673417,1.4102389984035215,0.3668866448702793,0.3499712059068624,0.6524751180461215,-1.3214916336578524,0.9096654218703027,0.7928361369290515,-0.0481626783531601,-0.3361263086542149,36,36,Human,1
-0.0433812087338415,0.7556430160582899,0.7571321330795502,1.3475693561860598,0.409341962488874,1.2202315605631522,-0.1566360723225894,0.8474183755449815,2.2103522516833016,-0.2567701757706763,0.3640351644212927,40,40,Human,1
-0.6814687069696148,-1.0509684319966166,-0.6885801513269106,0.0620174373005659,-0.8337603609186246,-0.4492439635527969,1.6178776904400722,-0.1774838627222811,-0.7894170407481108,-0.977430799900037,-0.850513130860547,44,44,Human,1
-0.9483899460983952,-0.5835021545865423,-0.7041817021269412,-2.89543075010735,0.3668232797377104,-2.281637426415759,0.6154311208627921,-0.6241414787859689,-0.3544996432166537,1.145852415916676,0.3082805054632948,49,49,Human,1
-0.9297948502268324,-0.0419365247024588,0.1685251675550372,1.2899919832543982,-0.4834561141574455,0.6418174757981054,0.1254882863991584,-0.6427683954285511,-1.0621858933892536,-0.236295884793094,-0.9140600838543176,51,51,Human,1
0.3619532907335747,-0.6074899255937772,-0.0970126710587277,-0.879247135696388,0.4115396523055125,0.2465500896067079,0.0631076040349115,-8.507883560700139e-05,-1.4678283045283416,-0.4137301551118089,-0.9651393663908516,53,53,Human,1
0.470129297389279,0.1883444518981433,-0.1145733437806297,0.5099881901222305,-0.19016693352927,0.497987007687413,-0.5387261557746383,-0.0204723389689275,0.657050546736869,0.814653812442199,0.2539888894671154,56,56,Human,1
-0.0838795924934184,-0.5671793968247884,-0.4746160260693481,0.5716122564480953,-0.7173325979074958,-0.2170098114589604,0.4013817743052047,-0.705134092112306,0.9373883522107692,0.8939194811000576,1.4002830500519423,59,59,Human,1
-1.1087624646287528,-1.2610875720375865,-0.4904118294678063,-0.2487815477150159,-0.560740250505471,-0.7879780677186019,1.295449463158305,-1.133727856811865,0.0941299847439045,0.0626013638882632,2.312458531464024,62,62,Human,1
-0.2028061079683641,-0.8885044725624855,5.393821486023606,-1.7134905889781678,-0.789369281890515,0.854696092284255,-0.458918947946078,0.67935844623317,-0.920384728096758,-0.5486153108879276,-0.3698081020578203,63,63,Human,1
-0.6635065209982688,-0.8613865880148043,-0.2688467920421153,-1.318672714954575,0.2489969714860875,0.1804953145768275,0.8536389727398346,-0.7102791542948044,-1.3832721645294992,0.3463293382247572,-0.2313597104752959,65,65,Human,1
-0.3295273363840899,-0.4476944830199136,1.384451903687633,0.1137727997344255,-0.1256569419458348,0.2142677817384847,1.0841550179766744,-0.8907349612896386,1.4265470392751618,4.083455301779703,2.185332820194704,67,67,Human,1
0.2239987799372529,-0.6206099923197876,0.451226676898775,-0.0909529273620422,-0.9066293714834484,-0.6176389374965986,-1.0228726323717998,0.6860065780755793,1.222789161098722,-0.1281546312256472,-0.1582393676661479,69,69,Human,1
0.0380743250687409,-0.0004513575073341,-0.8253119782034131,1.6533980736578495,-1.0369073185588171,-0.5640042981277805,0.0341024468676447,-0.9026579258510368,-0.1595411606142073,-0.303080906041859,-0.4832257368805357,80,80,Human,1
-1.2341138571463957,-0.8714068360679882,-0.4934844378001092,0.6786110622846254,-0.2645335828750715,0.0055829672175349,0.5518475576755733,-0.3371631097932588,0.2037442954695106,0.1853590444609139,1.6414943070613297,81,81,Human,1
-0.2396688106694636,-0.1622576121688482,-0.7813014214275389,1.7429495302496645,-0.3653395146535099,0.1619735987442189,-0.4097556620064143,0.3825895192535377,0.7576170529063782,0.1990357133488753,-0.6076479991986692,87,87,Human,1
-0.3832439408533956,-0.5160635518005711,0.9681159534618332,0.3954973199088013,0.2219964838270867,0.7135007472524225,-0.1339067697440247,-0.3528277014168884,-0.2660390099613827,0.0523567091595278,-0.0923388238207558,89,89,Human,1
-1.2063874203559786,-1.003574476589551,0.5424133062323143,-1.0343045754832212,-0.0532364272178919,1.8030681002867543,-0.5480155142249106,1.959848108339039,-0.015406877701333,-0.9038300633490052,-0.8845129770819388,91,91,Human,1
-1.3058063123320691,-0.0507961202343719,-0.3391980710915545,-0.9392125926225948,0.0718613588108843,-3.3502108401069246,0.6030137163729855,-0.1212646249670383,-1.4379925235130362,-0.4246279174960312,-0.8181353540098668,92,92,Human,1
-0.2322587972479313,-0.2028238245608477,-0.1003241629319681,-0.1835276205989376,0.8478377028121963,0.881241920989344,-0.9674886878773924,0.1395787245413223,-0.078725581433301,0.3249653460069064,0.4232247938113864,93,93,Human,1
-0.7675239421422649,-2.04395277378003,-0.5054993008753024,-1.779118489224356,-0.2449836478058598,-1.206493700850415,1.2356670390402438,-0.4831590797823959,-0.8912597483037974,0.7370277270317559,-0.6319154291957897,94,94,Human,1
-0.1304379711606092,-0.2199608952396802,-0.3638990651369395,0.2043401641058211,-1.157899121901046,-1.2899859461096217,-0.1637085601744062,-0.8151973763604538,0.471626716223639,0.1205152699227416,0.3480053024048461,384,0,GPT-2 (tag),0
-0.9483899460983952,-1.062784534685792,-0.9039099295722745,-0.7550524397381764,-1.0090190492301587,-0.2047761847640622,-0.0733760465868206,-0.4841444382516375,-0.0514639479458003,2.071236572049287,0.8423547970906199,385,1,GPT-2 (tag),0
